type	clan	gene1	gene2	ID	redip.class
ss4r	OG5v0001594.65	ENSSSAG00000057766	ENSSSAG00000065242	ENSSSAG00000057766_Ssal_ENSSSAG00000065242_Ssal	LORe
ss4r	OG5v0001595.68	ENSSSAG00000002480	ENSSSAG00000040057	ENSSSAG00000002480_Ssal_ENSSSAG00000040057_Ssal	NA
ss4r	OG5v0001596.49	ENSSSAG00000066766	ENSSSAG00000015780	ENSSSAG00000015780_Ssal_ENSSSAG00000066766_Ssal	AORe
ss4r	OG5v0001596.65	ENSSSAG00000076949	ENSSSAG00000058191	ENSSSAG00000058191_Ssal_ENSSSAG00000076949_Ssal	NA
ss4r	OG5v0001597.46	ENSSSAG00000098200	ENSSSAG00000085844	ENSSSAG00000085844_Ssal_ENSSSAG00000098200_Ssal	AORe
ss4r	OG5v0001597.64	ENSSSAG00000100149	ENSSSAG00000047905	ENSSSAG00000047905_Ssal_ENSSSAG00000100149_Ssal	AORe
ss4r	OG5v0001598.46	ENSSSAG00000083023	ENSSSAG00000025368	ENSSSAG00000025368_Ssal_ENSSSAG00000083023_Ssal	LORe
ss4r	OG5v0001599.47	ENSSSAG00000071543	ENSSSAG00000055084	ENSSSAG00000055084_Ssal_ENSSSAG00000071543_Ssal	AORe
ss4r	OG5v0001599.64	ENSSSAG00000073696	ENSSSAG00000070019	ENSSSAG00000070019_Ssal_ENSSSAG00000073696_Ssal	AORe
ss4r	OG5v0001600.48	ENSSSAG00000079549	ENSSSAG00000071470	ENSSSAG00000071470_Ssal_ENSSSAG00000079549_Ssal	AORe
ss4r	OG5v0001600.65	ENSSSAG00000070216	ENSSSAG00000097715	ENSSSAG00000070216_Ssal_ENSSSAG00000097715_Ssal	AORe
ss4r	OG5v0001601.47	ENSSSAG00000076684	ENSSSAG00000005828	ENSSSAG00000005828_Ssal_ENSSSAG00000076684_Ssal	LORe
ss4r	OG5v0001601.65	ENSSSAG00000045285	ENSSSAG00000110843	ENSSSAG00000045285_Ssal_ENSSSAG00000110843_Ssal	LORe
ss4r	OG5v0001602.48	ENSSSAG00000076984	ENSSSAG00000008116	ENSSSAG00000008116_Ssal_ENSSSAG00000076984_Ssal	AORe
ss4r	OG5v0001603.65	ENSSSAG00000055242	ENSSSAG00000105330	ENSSSAG00000055242_Ssal_ENSSSAG00000105330_Ssal	AORe
ss4r	OG5v0001604.47	ENSSSAG00000075547	ENSSSAG00000068883	ENSSSAG00000068883_Ssal_ENSSSAG00000075547_Ssal	AORe
ss4r	OG5v0001604.65	ENSSSAG00000005304	ENSSSAG00000068138	ENSSSAG00000005304_Ssal_ENSSSAG00000068138_Ssal	NA
ss4r	OG5v0001605.67	ENSSSAG00000078628	ENSSSAG00000067942	ENSSSAG00000067942_Ssal_ENSSSAG00000078628_Ssal	AORe
ss4r	OG5v0001606.46	ENSSSAG00000070034	ENSSSAG00000078637	ENSSSAG00000070034_Ssal_ENSSSAG00000078637_Ssal	AORe
ss4r	OG5v0001606.64	ENSSSAG00000065708	ENSSSAG00000039962	ENSSSAG00000039962_Ssal_ENSSSAG00000065708_Ssal	AORe
ss4r	OG5v0001607.48	ENSSSAG00000002806	ENSSSAG00000107963	ENSSSAG00000002806_Ssal_ENSSSAG00000107963_Ssal	LORe
ss4r	OG5v0001607.64	ENSSSAG00000005542	ENSSSAG00000076852	ENSSSAG00000005542_Ssal_ENSSSAG00000076852_Ssal	LORe
ss4r	OG5v0001608.48	ENSSSAG00000000691	ENSSSAG00000004368	ENSSSAG00000000691_Ssal_ENSSSAG00000004368_Ssal	AORe
ss4r	OG5v0001608.66	ENSSSAG00000077020	ENSSSAG00000008233	ENSSSAG00000008233_Ssal_ENSSSAG00000077020_Ssal	NA
ss4r	OG5v0001609.64	ENSSSAG00000120159	ENSSSAG00000096255	ENSSSAG00000096255_Ssal_ENSSSAG00000120159_Ssal	LORe
ss4r	OG5v0001610.48	ENSSSAG00000057067	ENSSSAG00000081646	ENSSSAG00000057067_Ssal_ENSSSAG00000081646_Ssal	AORe
ss4r	OG5v0001610.66	ENSSSAG00000084532	ENSSSAG00000109931	ENSSSAG00000084532_Ssal_ENSSSAG00000109931_Ssal	AORe
ss4r	OG5v0001611.47	ENSSSAG00000076453	ENSSSAG00000054742	ENSSSAG00000054742_Ssal_ENSSSAG00000076453_Ssal	AORe
ss4r	OG5v0001611.64	ENSSSAG00000005275	ENSSSAG00000040725	ENSSSAG00000005275_Ssal_ENSSSAG00000040725_Ssal	AORe
ss4r	OG5v0001612.65	ENSSSAG00000051866	ENSSSAG00000026287	ENSSSAG00000026287_Ssal_ENSSSAG00000051866_Ssal	AORe
ss4r	OG5v0001612.56	ENSSSAG00000007898	ENSSSAG00000078491	ENSSSAG00000007898_Ssal_ENSSSAG00000078491_Ssal	NA
ss4r	OG5v0001613.47	ENSSSAG00000046672	ENSSSAG00000056014	ENSSSAG00000046672_Ssal_ENSSSAG00000056014_Ssal	AORe
ss4r	OG5v0001613.64	ENSSSAG00000006203	ENSSSAG00000007806	ENSSSAG00000006203_Ssal_ENSSSAG00000007806_Ssal	NA
ss4r	OG5v0001614.47	ENSSSAG00000081365	ENSSSAG00000072782	ENSSSAG00000072782_Ssal_ENSSSAG00000081365_Ssal	AORe
ss4r	OG5v0001614.65	ENSSSAG00000069067	ENSSSAG00000068683	ENSSSAG00000068683_Ssal_ENSSSAG00000069067_Ssal	NA
ss4r	OG5v0001617.68	ENSSSAG00000080949	ENSSSAG00000080951	ENSSSAG00000080949_Ssal_ENSSSAG00000080951_Ssal	LORe
ss4r	OG5v0001618.47	ENSSSAG00000077314	ENSSSAG00000110443	ENSSSAG00000077314_Ssal_ENSSSAG00000110443_Ssal	AORe
ss4r	OG5v0001619.46	ENSSSAG00000001148	ENSSSAG00000003665	ENSSSAG00000001148_Ssal_ENSSSAG00000003665_Ssal	LORe
ss4r	OG5v0001619.65	ENSSSAG00000045875	ENSSSAG00000048724	ENSSSAG00000045875_Ssal_ENSSSAG00000048724_Ssal	NA
ss4r	OG5v0001620.49	ENSSSAG00000098499	ENSSSAG00000090297	ENSSSAG00000090297_Ssal_ENSSSAG00000098499_Ssal	NA
ss4r	OG5v0001621.66	ENSSSAG00000056152	ENSSSAG00000000630	ENSSSAG00000000630_Ssal_ENSSSAG00000056152_Ssal	AORe
ss4r	OG5v0001622.65	ENSSSAG00000074894	ENSSSAG00000075780	ENSSSAG00000074894_Ssal_ENSSSAG00000075780_Ssal	AORe
ss4r	OG5v0001622.51	ENSSSAG00000090591	ENSSSAG00000097495	ENSSSAG00000090591_Ssal_ENSSSAG00000097495_Ssal	LORe
ss4r	OG5v0001623.47	ENSSSAG00000105008	ENSSSAG00000072101	ENSSSAG00000072101_Ssal_ENSSSAG00000105008_Ssal	AORe
ss4r	OG5v0001624.48	ENSSSAG00000013215	ENSSSAG00000009104	ENSSSAG00000009104_Ssal_ENSSSAG00000013215_Ssal	AORe
ss4r	OG5v0001624.67	ENSSSAG00000091200	ENSSSAG00000121190	ENSSSAG00000091200_Ssal_ENSSSAG00000121190_Ssal	LORe
ss4r	OG5v0001625.47	ENSSSAG00000043899	ENSSSAG00000068256	ENSSSAG00000043899_Ssal_ENSSSAG00000068256_Ssal	AORe
ss4r	OG5v0001625.64	ENSSSAG00000081128	ENSSSAG00000081180	ENSSSAG00000081128_Ssal_ENSSSAG00000081180_Ssal	AORe
ss4r	OG5v0001626.64	ENSSSAG00000068962	ENSSSAG00000066078	ENSSSAG00000066078_Ssal_ENSSSAG00000068962_Ssal	AORe
ss4r	OG5v0001627.48	ENSSSAG00000059695	ENSSSAG00000077083	ENSSSAG00000059695_Ssal_ENSSSAG00000077083_Ssal	AORe
ss4r	OG5v0001627.68	ENSSSAG00000080525	ENSSSAG00000110783	ENSSSAG00000080525_Ssal_ENSSSAG00000110783_Ssal	NA
ss4r	OG5v0001628.47	ENSSSAG00000075543	ENSSSAG00000076592	ENSSSAG00000075543_Ssal_ENSSSAG00000076592_Ssal	AORe
ss4r	OG5v0001629.47	ENSSSAG00000077249	ENSSSAG00000071876	ENSSSAG00000071876_Ssal_ENSSSAG00000077249_Ssal	AORe
ss4r	OG5v0001629.64	ENSSSAG00000067234	ENSSSAG00000067993	ENSSSAG00000067234_Ssal_ENSSSAG00000067993_Ssal	AORe
ss4r	OG5v0001630.66	ENSSSAG00000089948	ENSSSAG00000107647	ENSSSAG00000089948_Ssal_ENSSSAG00000107647_Ssal	NA
ss4r	OG5v0001631.48	ENSSSAG00000041411	ENSSSAG00000065832	ENSSSAG00000041411_Ssal_ENSSSAG00000065832_Ssal	AORe
ss4r	OG5v0001631.65	ENSSSAG00000039967	ENSSSAG00000121587	ENSSSAG00000039967_Ssal_ENSSSAG00000121587_Ssal	NA
ss4r	OG5v0001632.46	ENSSSAG00000066985	ENSSSAG00000075225	ENSSSAG00000066985_Ssal_ENSSSAG00000075225_Ssal	NA
ss4r	OG5v0001632.64	ENSSSAG00000073746	ENSSSAG00000110277	ENSSSAG00000073746_Ssal_ENSSSAG00000110277_Ssal	AORe
ss4r	OG5v0001633.47	ENSSSAG00000005506	ENSSSAG00000099986	ENSSSAG00000005506_Ssal_ENSSSAG00000099986_Ssal	LORe
ss4r	OG5v0001633.65	ENSSSAG00000074848	ENSSSAG00000045356	ENSSSAG00000045356_Ssal_ENSSSAG00000074848_Ssal	NA
ss4r	OG5v0001634.64	ENSSSAG00000059284	ENSSSAG00000089233	ENSSSAG00000059284_Ssal_ENSSSAG00000089233_Ssal	NA
ss4r	OG5v0001635.49	ENSSSAG00000104450	ENSSSAG00000074545	ENSSSAG00000074545_Ssal_ENSSSAG00000104450_Ssal	AORe
ss4r	OG5v0001636.46	ENSSSAG00000015771	ENSSSAG00000050730	ENSSSAG00000015771_Ssal_ENSSSAG00000050730_Ssal	AORe
ss4r	OG5v0001636.65	ENSSSAG00000116038	ENSSSAG00000053308	ENSSSAG00000053308_Ssal_ENSSSAG00000116038_Ssal	AORe
ss4r	OG5v0001638.47	ENSSSAG00000059960	ENSSSAG00000009965	ENSSSAG00000009965_Ssal_ENSSSAG00000059960_Ssal	AORe
ss4r	OG5v0001638.65	ENSSSAG00000004419	ENSSSAG00000000656	ENSSSAG00000000656_Ssal_ENSSSAG00000004419_Ssal	AORe
ss4r	OG5v0001639.47	ENSSSAG00000057571	ENSSSAG00000054217	ENSSSAG00000054217_Ssal_ENSSSAG00000057571_Ssal	AORe
ss4r	OG5v0001639.65	ENSSSAG00000074155	ENSSSAG00000056342	ENSSSAG00000056342_Ssal_ENSSSAG00000074155_Ssal	AORe
ss4r	OG5v0001640.47	ENSSSAG00000111048	ENSSSAG00000041681	ENSSSAG00000041681_Ssal_ENSSSAG00000111048_Ssal	LORe
ss4r	OG5v0001640.64	ENSSSAG00000092690	ENSSSAG00000046105	ENSSSAG00000046105_Ssal_ENSSSAG00000092690_Ssal	LORe
ss4r	OG5v0001641.47	ENSSSAG00000004009	ENSSSAG00000113417	ENSSSAG00000004009_Ssal_ENSSSAG00000113417_Ssal	LORe
ss4r	OG5v0001641.68	ENSSSAG00000098227	ENSSSAG00000043371	ENSSSAG00000043371_Ssal_ENSSSAG00000098227_Ssal	AORe
ss4r	OG5v0001643.47	ENSSSAG00000120733	ENSSSAG00000104939	ENSSSAG00000104939_Ssal_ENSSSAG00000120733_Ssal	AORe
ss4r	OG5v0001644.47	ENSSSAG00000096068	ENSSSAG00000081037	ENSSSAG00000081037_Ssal_ENSSSAG00000096068_Ssal	AORe
ss4r	OG5v0001644.64	ENSSSAG00000064992	ENSSSAG00000005265	ENSSSAG00000005265_Ssal_ENSSSAG00000064992_Ssal	AORe
ss4r	OG5v0001645.46	ENSSSAG00000098604	ENSSSAG00000122178	ENSSSAG00000098604_Ssal_ENSSSAG00000122178_Ssal	AORe
ss4r	OG5v0001645.64	ENSSSAG00000002706	ENSSSAG00000001377	ENSSSAG00000001377_Ssal_ENSSSAG00000002706_Ssal	LORe
ss4r	OG5v0001646.47	ENSSSAG00000039144	ENSSSAG00000068733	ENSSSAG00000039144_Ssal_ENSSSAG00000068733_Ssal	AORe
ss4r	OG5v0001647.62	ENSSSAG00000116681	ENSSSAG00000069616	ENSSSAG00000069616_Ssal_ENSSSAG00000116681_Ssal	AORe
ss4r	OG5v0001648.47	ENSSSAG00000078773	ENSSSAG00000078074	ENSSSAG00000078074_Ssal_ENSSSAG00000078773_Ssal	NA
ss4r	OG5v0001648.64	ENSSSAG00000078034	ENSSSAG00000001715	ENSSSAG00000001715_Ssal_ENSSSAG00000078034_Ssal	AORe
ss4r	OG5v0001649.47	ENSSSAG00000113405	ENSSSAG00000053860	ENSSSAG00000053860_Ssal_ENSSSAG00000113405_Ssal	NA
ss4r	OG5v0001650.65	ENSSSAG00000067451	ENSSSAG00000115813	ENSSSAG00000067451_Ssal_ENSSSAG00000115813_Ssal	NA
ss4r	OG5v0001650.49	ENSSSAG00000120107	ENSSSAG00000066204	ENSSSAG00000066204_Ssal_ENSSSAG00000120107_Ssal	AORe
ss4r	OG5v0001651.47	ENSSSAG00000065392	ENSSSAG00000038452	ENSSSAG00000038452_Ssal_ENSSSAG00000065392_Ssal	AORe
ss4r	OG5v0001651.66	ENSSSAG00000039914	ENSSSAG00000113503	ENSSSAG00000039914_Ssal_ENSSSAG00000113503_Ssal	NA
ss4r	OG5v0001652.49	ENSSSAG00000072141	ENSSSAG00000075127	ENSSSAG00000072141_Ssal_ENSSSAG00000075127_Ssal	AORe
ss4r	OG5v0001652.65	ENSSSAG00000003077	ENSSSAG00000004585	ENSSSAG00000003077_Ssal_ENSSSAG00000004585_Ssal	AORe
ss4r	OG5v0001653.47	ENSSSAG00000067183	ENSSSAG00000105377	ENSSSAG00000067183_Ssal_ENSSSAG00000105377_Ssal	AORe
ss4r	OG5v0001653.64	ENSSSAG00000052452	ENSSSAG00000051756	ENSSSAG00000051756_Ssal_ENSSSAG00000052452_Ssal	AORe
ss4r	OG5v0001654.47	ENSSSAG00000081026	ENSSSAG00000114854	ENSSSAG00000081026_Ssal_ENSSSAG00000114854_Ssal	AORe
ss4r	OG5v0001654.66	ENSSSAG00000001966	ENSSSAG00000045563	ENSSSAG00000001966_Ssal_ENSSSAG00000045563_Ssal	NA
ss4r	OG5v0001655.47	ENSSSAG00000001332	ENSSSAG00000004400	ENSSSAG00000001332_Ssal_ENSSSAG00000004400_Ssal	LORe
ss4r	OG5v0001655.65	ENSSSAG00000048702	ENSSSAG00000046108	ENSSSAG00000046108_Ssal_ENSSSAG00000048702_Ssal	NA
ss4r	OG5v0001657.46	ENSSSAG00000073026	ENSSSAG00000055872	ENSSSAG00000055872_Ssal_ENSSSAG00000073026_Ssal	LORe
ss4r	OG5v0001658.47	ENSSSAG00000072360	ENSSSAG00000085026	ENSSSAG00000072360_Ssal_ENSSSAG00000085026_Ssal	AORe
ss4r	OG5v0001659.47	ENSSSAG00000084100	ENSSSAG00000120584	ENSSSAG00000084100_Ssal_ENSSSAG00000120584_Ssal	AORe
ss4r	OG5v0001659.67	ENSSSAG00000072465	ENSSSAG00000078688	ENSSSAG00000072465_Ssal_ENSSSAG00000078688_Ssal	AORe
ss4r	OG5v0001660.47	ENSSSAG00000067669	ENSSSAG00000007676	ENSSSAG00000007676_Ssal_ENSSSAG00000067669_Ssal	AORe
ss4r	OG5v0001660.64	ENSSSAG00000073438	ENSSSAG00000115759	ENSSSAG00000073438_Ssal_ENSSSAG00000115759_Ssal	AORe
ss4r	OG5v0001661.47	ENSSSAG00000091027	ENSSSAG00000047039	ENSSSAG00000047039_Ssal_ENSSSAG00000091027_Ssal	NA
ss4r	OG5v0001662.47	ENSSSAG00000043357	ENSSSAG00000073018	ENSSSAG00000043357_Ssal_ENSSSAG00000073018_Ssal	AORe
ss4r	OG5v0001662.64	ENSSSAG00000070069	ENSSSAG00000076197	ENSSSAG00000070069_Ssal_ENSSSAG00000076197_Ssal	AORe
ss4r	OG5v0001663.47	ENSSSAG00000082668	ENSSSAG00000106299	ENSSSAG00000082668_Ssal_ENSSSAG00000106299_Ssal	AORe
ss4r	OG5v0001663.65	ENSSSAG00000112824	ENSSSAG00000066319	ENSSSAG00000066319_Ssal_ENSSSAG00000112824_Ssal	LORe
ss4r	OG5v0001664.66	ENSSSAG00000008448	ENSSSAG00000001684	ENSSSAG00000001684_Ssal_ENSSSAG00000008448_Ssal	AORe
ss4r	OG5v0001664.50	ENSSSAG00000001120	ENSSSAG00000046731	ENSSSAG00000001120_Ssal_ENSSSAG00000046731_Ssal	NA
ss4r	OG5v0001665.47	ENSSSAG00000117950	ENSSSAG00000045944	ENSSSAG00000045944_Ssal_ENSSSAG00000117950_Ssal	AORe
ss4r	OG5v0001666.47	ENSSSAG00000002391	ENSSSAG00000005091	ENSSSAG00000002391_Ssal_ENSSSAG00000005091_Ssal	AORe
ss4r	OG5v0001667.47	ENSSSAG00000088639	ENSSSAG00000095651	ENSSSAG00000088639_Ssal_ENSSSAG00000095651_Ssal	AORe
ss4r	OG5v0001667.66	ENSSSAG00000039971	ENSSSAG00000095884	ENSSSAG00000039971_Ssal_ENSSSAG00000095884_Ssal	AORe
ss4r	OG5v0001668.47	ENSSSAG00000091056	ENSSSAG00000121461	ENSSSAG00000091056_Ssal_ENSSSAG00000121461_Ssal	LORe
ss4r	OG5v0001668.65	ENSSSAG00000096833	ENSSSAG00000007642	ENSSSAG00000007642_Ssal_ENSSSAG00000096833_Ssal	AORe
ss4r	OG5v0001669.64	ENSSSAG00000079275	ENSSSAG00000067073	ENSSSAG00000067073_Ssal_ENSSSAG00000079275_Ssal	AORe
ss4r	OG5v0001669.50	ENSSSAG00000097680	ENSSSAG00000118310	ENSSSAG00000097680_Ssal_ENSSSAG00000118310_Ssal	NA
ss4r	OG5v0001670.47	ENSSSAG00000113443	ENSSSAG00000068569	ENSSSAG00000068569_Ssal_ENSSSAG00000113443_Ssal	AORe
ss4r	OG5v0001670.65	ENSSSAG00000080613	ENSSSAG00000074925	ENSSSAG00000074925_Ssal_ENSSSAG00000080613_Ssal	AORe
ss4r	OG5v0001671.47	ENSSSAG00000077494	ENSSSAG00000098455	ENSSSAG00000077494_Ssal_ENSSSAG00000098455_Ssal	AORe
ss4r	OG5v0001671.66	ENSSSAG00000079337	ENSSSAG00000066044	ENSSSAG00000066044_Ssal_ENSSSAG00000079337_Ssal	NA
ss4r	OG5v0001672.47	ENSSSAG00000053693	ENSSSAG00000007172	ENSSSAG00000007172_Ssal_ENSSSAG00000053693_Ssal	AORe
ss4r	OG5v0001672.66	ENSSSAG00000066565	ENSSSAG00000067321	ENSSSAG00000066565_Ssal_ENSSSAG00000067321_Ssal	AORe
ss4r	OG5v0001673.47	ENSSSAG00000093103	ENSSSAG00000109874	ENSSSAG00000093103_Ssal_ENSSSAG00000109874_Ssal	AORe
ss4r	OG5v0001673.64	ENSSSAG00000090927	ENSSSAG00000086748	ENSSSAG00000086748_Ssal_ENSSSAG00000090927_Ssal	AORe
ss4r	OG5v0001674.45	ENSSSAG00000058417	ENSSSAG00000040248	ENSSSAG00000040248_Ssal_ENSSSAG00000058417_Ssal	AORe
ss4r	OG5v0001674.63	ENSSSAG00000079951	ENSSSAG00000095597	ENSSSAG00000079951_Ssal_ENSSSAG00000095597_Ssal	AORe
ss4r	OG5v0001675.46	ENSSSAG00000038894	ENSSSAG00000046871	ENSSSAG00000038894_Ssal_ENSSSAG00000046871_Ssal	LORe
ss4r	OG5v0001675.65	ENSSSAG00000092495	ENSSSAG00000004354	ENSSSAG00000004354_Ssal_ENSSSAG00000092495_Ssal	AORe
ss4r	OG5v0001676.63	ENSSSAG00000086362	ENSSSAG00000074683	ENSSSAG00000074683_Ssal_ENSSSAG00000086362_Ssal	AORe
ss4r	OG5v0001678.47	ENSSSAG00000101201	ENSSSAG00000050752	ENSSSAG00000050752_Ssal_ENSSSAG00000101201_Ssal	LORe
ss4r	OG5v0001678.64	ENSSSAG00000097788	ENSSSAG00000007769	ENSSSAG00000007769_Ssal_ENSSSAG00000097788_Ssal	AORe
ss4r	OG5v0001679.47	ENSSSAG00000074233	ENSSSAG00000118110	ENSSSAG00000074233_Ssal_ENSSSAG00000118110_Ssal	AORe
ss4r	OG5v0001679.65	ENSSSAG00000085632	ENSSSAG00000047721	ENSSSAG00000047721_Ssal_ENSSSAG00000085632_Ssal	AORe
ss4r	OG5v0001680.47	ENSSSAG00000081676	ENSSSAG00000007437	ENSSSAG00000007437_Ssal_ENSSSAG00000081676_Ssal	AORe
ss4r	OG5v0001680.65	ENSSSAG00000058243	ENSSSAG00000092566	ENSSSAG00000058243_Ssal_ENSSSAG00000092566_Ssal	AORe
ss4r	OG5v0001681.47	ENSSSAG00000005263	ENSSSAG00000113040	ENSSSAG00000005263_Ssal_ENSSSAG00000113040_Ssal	AORe
ss4r	OG5v0001682.47	ENSSSAG00000010070	ENSSSAG00000114988	ENSSSAG00000010070_Ssal_ENSSSAG00000114988_Ssal	LORe
ss4r	OG5v0001682.64	ENSSSAG00000054783	ENSSSAG00000046122	ENSSSAG00000046122_Ssal_ENSSSAG00000054783_Ssal	LORe
ss4r	OG5v0001683.46	ENSSSAG00000089002	ENSSSAG00000120341	ENSSSAG00000089002_Ssal_ENSSSAG00000120341_Ssal	NA
ss4r	OG5v0001683.65	ENSSSAG00000113631	ENSSSAG00000092682	ENSSSAG00000092682_Ssal_ENSSSAG00000113631_Ssal	AORe
ss4r	OG5v0001684.64	ENSSSAG00000074770	ENSSSAG00000071925	ENSSSAG00000071925_Ssal_ENSSSAG00000074770_Ssal	AORe
ss4r	OG5v0001685.47	ENSSSAG00000043378	ENSSSAG00000000114	ENSSSAG00000000114_Ssal_ENSSSAG00000043378_Ssal	AORe
ss4r	OG5v0001685.64	ENSSSAG00000101257	ENSSSAG00000109984	ENSSSAG00000101257_Ssal_ENSSSAG00000109984_Ssal	AORe
ss4r	OG5v0001686.65	ENSSSAG00000101976	ENSSSAG00000104503	ENSSSAG00000101976_Ssal_ENSSSAG00000104503_Ssal	LORe
ss4r	OG5v0001687.47	ENSSSAG00000041778	ENSSSAG00000063537	ENSSSAG00000041778_Ssal_ENSSSAG00000063537_Ssal	AORe
ss4r	OG5v0001687.64	ENSSSAG00000007504	ENSSSAG00000042935	ENSSSAG00000007504_Ssal_ENSSSAG00000042935_Ssal	NA
ss4r	OG5v0001688.47	ENSSSAG00000000909	ENSSSAG00000067693	ENSSSAG00000000909_Ssal_ENSSSAG00000067693_Ssal	LORe
ss4r	OG5v0001688.66	ENSSSAG00000006715	ENSSSAG00000052128	ENSSSAG00000006715_Ssal_ENSSSAG00000052128_Ssal	LORe
ss4r	OG5v0001689.49	ENSSSAG00000095017	ENSSSAG00000043285	ENSSSAG00000043285_Ssal_ENSSSAG00000095017_Ssal	NA
ss4r	OG5v0001689.65	ENSSSAG00000005005	ENSSSAG00000005191	ENSSSAG00000005005_Ssal_ENSSSAG00000005191_Ssal	LORe
ss4r	OG5v0001690.56	ENSSSAG00000091114	ENSSSAG00000054990	ENSSSAG00000054990_Ssal_ENSSSAG00000091114_Ssal	AORe
ss4r	OG5v0001691.67	ENSSSAG00000071481	ENSSSAG00000006631	ENSSSAG00000006631_Ssal_ENSSSAG00000071481_Ssal	NA
ss4r	OG5v0001693.50	ENSSSAG00000116482	ENSSSAG00000111085	ENSSSAG00000111085_Ssal_ENSSSAG00000116482_Ssal	LORe
ss4r	OG5v0001693.64	ENSSSAG00000112465	ENSSSAG00000089906	ENSSSAG00000089906_Ssal_ENSSSAG00000112465_Ssal	AORe
ss4r	OG5v0001694.45	ENSSSAG00000075353	ENSSSAG00000103869	ENSSSAG00000075353_Ssal_ENSSSAG00000103869_Ssal	AORe
ss4r	OG5v0001694.64	ENSSSAG00000115224	ENSSSAG00000065425	ENSSSAG00000065425_Ssal_ENSSSAG00000115224_Ssal	LORe
ss4r	OG5v0001695.47	ENSSSAG00000093095	ENSSSAG00000042762	ENSSSAG00000042762_Ssal_ENSSSAG00000093095_Ssal	LORe
ss4r	OG5v0001695.66	ENSSSAG00000093354	ENSSSAG00000089149	ENSSSAG00000089149_Ssal_ENSSSAG00000093354_Ssal	NA
ss4r	OG5v0001696.46	ENSSSAG00000101037	ENSSSAG00000111389	ENSSSAG00000101037_Ssal_ENSSSAG00000111389_Ssal	LORe
ss4r	OG5v0001696.66	ENSSSAG00000083123	ENSSSAG00000116984	ENSSSAG00000083123_Ssal_ENSSSAG00000116984_Ssal	AORe
ss4r	OG5v0001697.64	ENSSSAG00000040088	ENSSSAG00000119839	ENSSSAG00000040088_Ssal_ENSSSAG00000119839_Ssal	AORe
ss4r	OG5v0001697.49	ENSSSAG00000109298	ENSSSAG00000065522	ENSSSAG00000065522_Ssal_ENSSSAG00000109298_Ssal	NA
ss4r	OG5v0001698.64	ENSSSAG00000121684	ENSSSAG00000102498	ENSSSAG00000102498_Ssal_ENSSSAG00000121684_Ssal	NA
ss4r	OG5v0001699.63	ENSSSAG00000107473	ENSSSAG00000108120	ENSSSAG00000107473_Ssal_ENSSSAG00000108120_Ssal	NA
ss4r	OG5v0001700.61	ENSSSAG00000041178	ENSSSAG00000042864	ENSSSAG00000041178_Ssal_ENSSSAG00000042864_Ssal	NA
ss4r	OG5v0001701.50	ENSSSAG00000087016	ENSSSAG00000091615	ENSSSAG00000087016_Ssal_ENSSSAG00000091615_Ssal	LORe
ss4r	OG5v0001701.65	ENSSSAG00000093285	ENSSSAG00000064466	ENSSSAG00000064466_Ssal_ENSSSAG00000093285_Ssal	LORe
ss4r	OG5v0001702.65	ENSSSAG00000113065	ENSSSAG00000118611	ENSSSAG00000113065_Ssal_ENSSSAG00000118611_Ssal	LORe
ss4r	OG5v0001703.47	ENSSSAG00000089977	ENSSSAG00000084172	ENSSSAG00000084172_Ssal_ENSSSAG00000089977_Ssal	AORe
ss4r	OG5v0001704.45	ENSSSAG00000073342	ENSSSAG00000074590	ENSSSAG00000073342_Ssal_ENSSSAG00000074590_Ssal	AORe
ss4r	OG5v0001704.64	ENSSSAG00000092088	ENSSSAG00000079346	ENSSSAG00000079346_Ssal_ENSSSAG00000092088_Ssal	AORe
ss4r	OG5v0001705.64	ENSSSAG00000089456	ENSSSAG00000063542	ENSSSAG00000063542_Ssal_ENSSSAG00000089456_Ssal	AORe
ss4r	OG5v0001706.65	ENSSSAG00000111384	ENSSSAG00000101604	ENSSSAG00000101604_Ssal_ENSSSAG00000111384_Ssal	AORe
ss4r	OG5v0001707.46	ENSSSAG00000039345	ENSSSAG00000079304	ENSSSAG00000039345_Ssal_ENSSSAG00000079304_Ssal	AORe
ss4r	OG5v0001707.64	ENSSSAG00000091907	ENSSSAG00000007069	ENSSSAG00000007069_Ssal_ENSSSAG00000091907_Ssal	AORe
ss4r	OG5v0001708.46	ENSSSAG00000005414	ENSSSAG00000040101	ENSSSAG00000005414_Ssal_ENSSSAG00000040101_Ssal	AORe
ss4r	OG5v0001708.65	ENSSSAG00000024566	ENSSSAG00000087233	ENSSSAG00000024566_Ssal_ENSSSAG00000087233_Ssal	NA
ss4r	OG5v0001709.46	ENSSSAG00000083680	ENSSSAG00000095903	ENSSSAG00000083680_Ssal_ENSSSAG00000095903_Ssal	AORe
ss4r	OG5v0001709.64	ENSSSAG00000074572	ENSSSAG00000004867	ENSSSAG00000004867_Ssal_ENSSSAG00000074572_Ssal	AORe
ss4r	OG5v0001710.47	ENSSSAG00000111087	ENSSSAG00000087049	ENSSSAG00000087049_Ssal_ENSSSAG00000111087_Ssal	NA
ss4r	OG5v0001710.64	ENSSSAG00000100497	ENSSSAG00000083028	ENSSSAG00000083028_Ssal_ENSSSAG00000100497_Ssal	AORe
ss4r	OG5v0001711.47	ENSSSAG00000085232	ENSSSAG00000119159	ENSSSAG00000085232_Ssal_ENSSSAG00000119159_Ssal	AORe
