"ID" "spearman_coeff" "gene1" "gene2"
"ENSSSAG00000006857_Ssal_ENSSSAG00000064204_Ssal" 0.762713051910539 "ENSSSAG00000006857" "ENSSSAG00000064204"
"ENSSSAG00000006907_Ssal_ENSSSAG00000071263_Ssal" 0.469875883816241 "ENSSSAG00000071263" "ENSSSAG00000006907"
"ENSSSAG00000006909_Ssal_ENSSSAG00000042514_Ssal" 0.2735399266544 "ENSSSAG00000006909" "ENSSSAG00000042514"
"ENSSSAG00000006917_Ssal_ENSSSAG00000055321_Ssal" 0.423774086934654 "ENSSSAG00000006917" "ENSSSAG00000055321"
"ENSSSAG00000006928_Ssal_ENSSSAG00000064103_Ssal" 0.876144438124044 "ENSSSAG00000064103" "ENSSSAG00000006928"
"ENSSSAG00000006944_Ssal_ENSSSAG00000075138_Ssal" 0.40028076382247 "ENSSSAG00000006944" "ENSSSAG00000075138"
"ENSSSAG00000006951_Ssal_ENSSSAG00000077218_Ssal" 0.543808648736263 "ENSSSAG00000077218" "ENSSSAG00000006951"
"ENSSSAG00000006975_Ssal_ENSSSAG00000097267_Ssal" 0.953616300184068 "ENSSSAG00000006975" "ENSSSAG00000097267"
"ENSSSAG00000006987_Ssal_ENSSSAG00000040247_Ssal" 0.327204275955953 "ENSSSAG00000006987" "ENSSSAG00000040247"
"ENSSSAG00000007023_Ssal_ENSSSAG00000040228_Ssal" -0.0590259627805106 "ENSSSAG00000040228" "ENSSSAG00000007023"
"ENSSSAG00000007047_Ssal_ENSSSAG00000052342_Ssal" 0.584752693076187 "ENSSSAG00000052342" "ENSSSAG00000007047"
"ENSSSAG00000007069_Ssal_ENSSSAG00000091907_Ssal" 0.537986722517187 "ENSSSAG00000091907" "ENSSSAG00000007069"
"ENSSSAG00000007073_Ssal_ENSSSAG00000028007_Ssal" 0.826259351296032 "ENSSSAG00000028007" "ENSSSAG00000007073"
"ENSSSAG00000007125_Ssal_ENSSSAG00000045282_Ssal" 0.289402330380073 "ENSSSAG00000007125" "ENSSSAG00000045282"
"ENSSSAG00000007155_Ssal_ENSSSAG00000096203_Ssal" 0.526402215953863 "ENSSSAG00000007155" "ENSSSAG00000096203"
"ENSSSAG00000007160_Ssal_ENSSSAG00000108183_Ssal" 0.715477040401397 "ENSSSAG00000108183" "ENSSSAG00000007160"
"ENSSSAG00000007202_Ssal_ENSSSAG00000053865_Ssal" 0.838190710097863 "ENSSSAG00000053865" "ENSSSAG00000007202"
"ENSSSAG00000007254_Ssal_ENSSSAG00000115635_Ssal" -0.382804262842679 "ENSSSAG00000115635" "ENSSSAG00000007254"
"ENSSSAG00000007281_Ssal_ENSSSAG00000086288_Ssal" 0.63992512458582 "ENSSSAG00000007281" "ENSSSAG00000086288"
"ENSSSAG00000007328_Ssal_ENSSSAG00000054895_Ssal" 0.590629942042946 "ENSSSAG00000054895" "ENSSSAG00000007328"
"ENSSSAG00000007350_Ssal_ENSSSAG00000010861_Ssal" 0.700834486095027 "ENSSSAG00000010861" "ENSSSAG00000007350"
"ENSSSAG00000007494_Ssal_ENSSSAG00000040699_Ssal" 0.643129529436648 "ENSSSAG00000007494" "ENSSSAG00000040699"
"ENSSSAG00000007515_Ssal_ENSSSAG00000067833_Ssal" 0.156193001804748 "ENSSSAG00000007515" "ENSSSAG00000067833"
"ENSSSAG00000007519_Ssal_ENSSSAG00000008752_Ssal" 0.598325384783231 "ENSSSAG00000007519" "ENSSSAG00000008752"
"ENSSSAG00000007522_Ssal_ENSSSAG00000051847_Ssal" 0.526965722795177 "ENSSSAG00000007522" "ENSSSAG00000051847"
"ENSSSAG00000007589_Ssal_ENSSSAG00000107469_Ssal" 0.420429989412736 "ENSSSAG00000107469" "ENSSSAG00000007589"
"ENSSSAG00000007665_Ssal_ENSSSAG00000070283_Ssal" 0.432181244948662 "ENSSSAG00000007665" "ENSSSAG00000070283"
"ENSSSAG00000007675_Ssal_ENSSSAG00000060548_Ssal" 0.797714246277783 "ENSSSAG00000060548" "ENSSSAG00000007675"
"ENSSSAG00000007681_Ssal_ENSSSAG00000048347_Ssal" 0.512599562947067 "ENSSSAG00000048347" "ENSSSAG00000007681"
"ENSSSAG00000007804_Ssal_ENSSSAG00000061188_Ssal" 0.419482591967306 "ENSSSAG00000007804" "ENSSSAG00000061188"
"ENSSSAG00000007897_Ssal_ENSSSAG00000099710_Ssal" 0.255307548662419 "ENSSSAG00000007897" "ENSSSAG00000099710"
"ENSSSAG00000007906_Ssal_ENSSSAG00000064759_Ssal" 0.60495490682483 "ENSSSAG00000007906" "ENSSSAG00000064759"
"ENSSSAG00000007931_Ssal_ENSSSAG00000089349_Ssal" 0.2827374741203 "ENSSSAG00000089349" "ENSSSAG00000007931"
"ENSSSAG00000007959_Ssal_ENSSSAG00000104725_Ssal" 0.183639291096926 "ENSSSAG00000104725" "ENSSSAG00000007959"
"ENSSSAG00000007973_Ssal_ENSSSAG00000067586_Ssal" 0.876735759745861 "ENSSSAG00000067586" "ENSSSAG00000007973"
"ENSSSAG00000008049_Ssal_ENSSSAG00000052858_Ssal" 0.849276372260069 "ENSSSAG00000052858" "ENSSSAG00000008049"
"ENSSSAG00000008072_Ssal_ENSSSAG00000063935_Ssal" 0.551158699365131 "ENSSSAG00000008072" "ENSSSAG00000063935"
"ENSSSAG00000008140_Ssal_ENSSSAG00000121298_Ssal" 0.862049191067601 "ENSSSAG00000008140" "ENSSSAG00000121298"
"ENSSSAG00000008146_Ssal_ENSSSAG00000055021_Ssal" -0.185356593727009 "ENSSSAG00000055021" "ENSSSAG00000008146"
"ENSSSAG00000008158_Ssal_ENSSSAG00000077089_Ssal" 0.430296406699736 "ENSSSAG00000008158" "ENSSSAG00000077089"
"ENSSSAG00000008209_Ssal_ENSSSAG00000063821_Ssal" 0.241429304690944 "ENSSSAG00000008209" "ENSSSAG00000063821"
"ENSSSAG00000008248_Ssal_ENSSSAG00000008877_Ssal" 0.729141790679156 "ENSSSAG00000008248" "ENSSSAG00000008877"
"ENSSSAG00000008312_Ssal_ENSSSAG00000073359_Ssal" 0.302041746624264 "ENSSSAG00000008312" "ENSSSAG00000073359"
"ENSSSAG00000008354_Ssal_ENSSSAG00000115378_Ssal" 0.846311950877674 "ENSSSAG00000008354" "ENSSSAG00000115378"
"ENSSSAG00000008375_Ssal_ENSSSAG00000091277_Ssal" -0.135545862541766 "ENSSSAG00000008375" "ENSSSAG00000091277"
"ENSSSAG00000008380_Ssal_ENSSSAG00000079485_Ssal" 0.431483752495833 "ENSSSAG00000079485" "ENSSSAG00000008380"
"ENSSSAG00000008402_Ssal_ENSSSAG00000093700_Ssal" 0.335887599838268 "ENSSSAG00000008402" "ENSSSAG00000093700"
"ENSSSAG00000008443_Ssal_ENSSSAG00000052014_Ssal" 0.288156525025202 "ENSSSAG00000052014" "ENSSSAG00000008443"
"ENSSSAG00000008484_Ssal_ENSSSAG00000042367_Ssal" 0.417056990614334 "ENSSSAG00000008484" "ENSSSAG00000042367"
"ENSSSAG00000008532_Ssal_ENSSSAG00000080069_Ssal" 0.527172230202709 "ENSSSAG00000008532" "ENSSSAG00000080069"
"ENSSSAG00000008590_Ssal_ENSSSAG00000010011_Ssal" 0.701849816393959 "ENSSSAG00000010011" "ENSSSAG00000008590"
"ENSSSAG00000008592_Ssal_ENSSSAG00000081355_Ssal" 0.862049793666335 "ENSSSAG00000008592" "ENSSSAG00000081355"
"ENSSSAG00000008597_Ssal_ENSSSAG00000067494_Ssal" 0.568223538484495 "ENSSSAG00000008597" "ENSSSAG00000067494"
"ENSSSAG00000008645_Ssal_ENSSSAG00000075930_Ssal" 0.631504811144297 "ENSSSAG00000075930" "ENSSSAG00000008645"
"ENSSSAG00000008668_Ssal_ENSSSAG00000059594_Ssal" 0.732804259206735 "ENSSSAG00000059594" "ENSSSAG00000008668"
"ENSSSAG00000008702_Ssal_ENSSSAG00000031075_Ssal" 0.857950059495627 "ENSSSAG00000008702" "ENSSSAG00000031075"
"ENSSSAG00000008725_Ssal_ENSSSAG00000010188_Ssal" 0.750406993492372 "ENSSSAG00000010188" "ENSSSAG00000008725"
"ENSSSAG00000008740_Ssal_ENSSSAG00000051615_Ssal" 0.941635478038697 "ENSSSAG00000051615" "ENSSSAG00000008740"
"ENSSSAG00000008849_Ssal_ENSSSAG00000053985_Ssal" 0.610761033718814 "ENSSSAG00000008849" "ENSSSAG00000053985"
"ENSSSAG00000008869_Ssal_ENSSSAG00000052231_Ssal" 0.548498584522078 "ENSSSAG00000008869" "ENSSSAG00000052231"
"ENSSSAG00000008941_Ssal_ENSSSAG00000064262_Ssal" 0.819034445501042 "ENSSSAG00000008941" "ENSSSAG00000064262"
"ENSSSAG00000008952_Ssal_ENSSSAG00000052108_Ssal" 0.114067951860149 "ENSSSAG00000008952" "ENSSSAG00000052108"
"ENSSSAG00000009016_Ssal_ENSSSAG00000115956_Ssal" 0.582288840866395 "ENSSSAG00000115956" "ENSSSAG00000009016"
"ENSSSAG00000009022_Ssal_ENSSSAG00000038601_Ssal" 0.592426093974651 "ENSSSAG00000009022" "ENSSSAG00000038601"
"ENSSSAG00000009083_Ssal_ENSSSAG00000039730_Ssal" 0.64820183166012 "ENSSSAG00000039730" "ENSSSAG00000009083"
"ENSSSAG00000009136_Ssal_ENSSSAG00000042512_Ssal" 0.821801793900953 "ENSSSAG00000042512" "ENSSSAG00000009136"
"ENSSSAG00000009262_Ssal_ENSSSAG00000066290_Ssal" 0.485785307377801 "ENSSSAG00000009262" "ENSSSAG00000066290"
"ENSSSAG00000009275_Ssal_ENSSSAG00000094825_Ssal" 0.354127892673119 "ENSSSAG00000094825" "ENSSSAG00000009275"
"ENSSSAG00000009293_Ssal_ENSSSAG00000041174_Ssal" 0.601013892451706 "ENSSSAG00000041174" "ENSSSAG00000009293"
"ENSSSAG00000009392_Ssal_ENSSSAG00000077448_Ssal" 0.747388600454787 "ENSSSAG00000009392" "ENSSSAG00000077448"
"ENSSSAG00000009421_Ssal_ENSSSAG00000066945_Ssal" 0.763787424416984 "ENSSSAG00000009421" "ENSSSAG00000066945"
"ENSSSAG00000009468_Ssal_ENSSSAG00000060203_Ssal" 0.837830887671163 "ENSSSAG00000060203" "ENSSSAG00000009468"
"ENSSSAG00000009481_Ssal_ENSSSAG00000116945_Ssal" 0.948226613806425 "ENSSSAG00000009481" "ENSSSAG00000116945"
"ENSSSAG00000009493_Ssal_ENSSSAG00000060005_Ssal" 0.297162213715746 "ENSSSAG00000060005" "ENSSSAG00000009493"
"ENSSSAG00000009594_Ssal_ENSSSAG00000095799_Ssal" 0.585385536998472 "ENSSSAG00000095799" "ENSSSAG00000009594"
"ENSSSAG00000009670_Ssal_ENSSSAG00000112055_Ssal" 0.746017372949764 "ENSSSAG00000112055" "ENSSSAG00000009670"
"ENSSSAG00000009695_Ssal_ENSSSAG00000065686_Ssal" 0.807138857218196 "ENSSSAG00000065686" "ENSSSAG00000009695"
"ENSSSAG00000009753_Ssal_ENSSSAG00000046925_Ssal" 0.467169303762879 "ENSSSAG00000046925" "ENSSSAG00000009753"
"ENSSSAG00000009794_Ssal_ENSSSAG00000105548_Ssal" 0.790374726236815 "ENSSSAG00000105548" "ENSSSAG00000009794"
"ENSSSAG00000009857_Ssal_ENSSSAG00000049829_Ssal" 0.809239493123159 "ENSSSAG00000049829" "ENSSSAG00000009857"
"ENSSSAG00000009864_Ssal_ENSSSAG00000076820_Ssal" 0.825322582798803 "ENSSSAG00000009864" "ENSSSAG00000076820"
"ENSSSAG00000009918_Ssal_ENSSSAG00000068355_Ssal" 0.594409504745551 "ENSSSAG00000068355" "ENSSSAG00000009918"
"ENSSSAG00000009979_Ssal_ENSSSAG00000069046_Ssal" 0.892272351210679 "ENSSSAG00000069046" "ENSSSAG00000009979"
"ENSSSAG00000010042_Ssal_ENSSSAG00000060154_Ssal" 0.73494982006005 "ENSSSAG00000010042" "ENSSSAG00000060154"
"ENSSSAG00000010050_Ssal_ENSSSAG00000115055_Ssal" 0.657908323606994 "ENSSSAG00000115055" "ENSSSAG00000010050"
"ENSSSAG00000010135_Ssal_ENSSSAG00000054891_Ssal" 0.216534461289534 "ENSSSAG00000054891" "ENSSSAG00000010135"
"ENSSSAG00000010182_Ssal_ENSSSAG00000063267_Ssal" 0.632398506173067 "ENSSSAG00000010182" "ENSSSAG00000063267"
"ENSSSAG00000010193_Ssal_ENSSSAG00000041000_Ssal" 0.838338129034088 "ENSSSAG00000041000" "ENSSSAG00000010193"
"ENSSSAG00000010231_Ssal_ENSSSAG00000105808_Ssal" 0.556442561295906 "ENSSSAG00000010231" "ENSSSAG00000105808"
"ENSSSAG00000010247_Ssal_ENSSSAG00000071047_Ssal" 0.557784768102134 "ENSSSAG00000010247" "ENSSSAG00000071047"
"ENSSSAG00000010294_Ssal_ENSSSAG00000051081_Ssal" 0.360583869994764 "ENSSSAG00000051081" "ENSSSAG00000010294"
"ENSSSAG00000010302_Ssal_ENSSSAG00000051336_Ssal" 0.677437540685533 "ENSSSAG00000010302" "ENSSSAG00000051336"
"ENSSSAG00000010321_Ssal_ENSSSAG00000031669_Ssal" 0.561098195324057 "ENSSSAG00000031669" "ENSSSAG00000010321"
"ENSSSAG00000010578_Ssal_ENSSSAG00000014105_Ssal" 0.507543574288773 "ENSSSAG00000014105" "ENSSSAG00000010578"
"ENSSSAG00000010584_Ssal_ENSSSAG00000050861_Ssal" 0.763544512115893 "ENSSSAG00000010584" "ENSSSAG00000050861"
"ENSSSAG00000010640_Ssal_ENSSSAG00000049432_Ssal" 0.585032151601202 "ENSSSAG00000049432" "ENSSSAG00000010640"
"ENSSSAG00000010768_Ssal_ENSSSAG00000069704_Ssal" 0.850693117296497 "ENSSSAG00000069704" "ENSSSAG00000010768"
"ENSSSAG00000010897_Ssal_ENSSSAG00000037421_Ssal" 0.696546655749555 "ENSSSAG00000037421" "ENSSSAG00000010897"
"ENSSSAG00000010991_Ssal_ENSSSAG00000042802_Ssal" 0.558526903048209 "ENSSSAG00000042802" "ENSSSAG00000010991"
"ENSSSAG00000011041_Ssal_ENSSSAG00000058222_Ssal" 0.269186097171406 "ENSSSAG00000058222" "ENSSSAG00000011041"
"ENSSSAG00000011497_Ssal_ENSSSAG00000120992_Ssal" 0.195924098772462 "ENSSSAG00000011497" "ENSSSAG00000120992"
"ENSSSAG00000012590_Ssal_ENSSSAG00000038733_Ssal" 0.908293610080545 "ENSSSAG00000038733" "ENSSSAG00000012590"
"ENSSSAG00000015434_Ssal_ENSSSAG00000078388_Ssal" 0.784174078592317 "ENSSSAG00000078388" "ENSSSAG00000015434"
"ENSSSAG00000015493_Ssal_ENSSSAG00000055038_Ssal" 0.683073813908685 "ENSSSAG00000055038" "ENSSSAG00000015493"
"ENSSSAG00000015666_Ssal_ENSSSAG00000109762_Ssal" 0.406452944465543 "ENSSSAG00000109762" "ENSSSAG00000015666"
"ENSSSAG00000015673_Ssal_ENSSSAG00000081340_Ssal" 0.72299421050271 "ENSSSAG00000015673" "ENSSSAG00000081340"
"ENSSSAG00000015774_Ssal_ENSSSAG00000071354_Ssal" 0.380095434236588 "ENSSSAG00000071354" "ENSSSAG00000015774"
"ENSSSAG00000015784_Ssal_ENSSSAG00000121844_Ssal" 0.31586963799623 "ENSSSAG00000015784" "ENSSSAG00000121844"
"ENSSSAG00000015795_Ssal_ENSSSAG00000019916_Ssal" 0.831784098899415 "ENSSSAG00000015795" "ENSSSAG00000019916"
"ENSSSAG00000015810_Ssal_ENSSSAG00000055516_Ssal" 0.540236315411803 "ENSSSAG00000055516" "ENSSSAG00000015810"
"ENSSSAG00000015832_Ssal_ENSSSAG00000074025_Ssal" 0.304084852700269 "ENSSSAG00000015832" "ENSSSAG00000074025"
"ENSSSAG00000016312_Ssal_ENSSSAG00000072670_Ssal" 0.674045759492928 "ENSSSAG00000016312" "ENSSSAG00000072670"
"ENSSSAG00000016509_Ssal_ENSSSAG00000068819_Ssal" 0.597619214104686 "ENSSSAG00000016509" "ENSSSAG00000068819"
"ENSSSAG00000017253_Ssal_ENSSSAG00000057454_Ssal" 0.532976673413713 "ENSSSAG00000017253" "ENSSSAG00000057454"
"ENSSSAG00000018086_Ssal_ENSSSAG00000080922_Ssal" 0.58441494945161 "ENSSSAG00000018086" "ENSSSAG00000080922"
"ENSSSAG00000019890_Ssal_ENSSSAG00000053855_Ssal" 0.549619723769412 "ENSSSAG00000053855" "ENSSSAG00000019890"
"ENSSSAG00000020016_Ssal_ENSSSAG00000081321_Ssal" 0.255091840940357 "ENSSSAG00000020016" "ENSSSAG00000081321"
"ENSSSAG00000020018_Ssal_ENSSSAG00000045410_Ssal" 0.437888401235102 "ENSSSAG00000020018" "ENSSSAG00000045410"
"ENSSSAG00000021389_Ssal_ENSSSAG00000073988_Ssal" 0.435450609171926 "ENSSSAG00000021389" "ENSSSAG00000073988"
"ENSSSAG00000022875_Ssal_ENSSSAG00000043811_Ssal" 0.293785552000291 "ENSSSAG00000043811" "ENSSSAG00000022875"
"ENSSSAG00000024307_Ssal_ENSSSAG00000064317_Ssal" 0.793417129714101 "ENSSSAG00000064317" "ENSSSAG00000024307"
"ENSSSAG00000025451_Ssal_ENSSSAG00000058977_Ssal" 0.635578517869282 "ENSSSAG00000058977" "ENSSSAG00000025451"
"ENSSSAG00000025969_Ssal_ENSSSAG00000118286_Ssal" 0.620404661480786 "ENSSSAG00000025969" "ENSSSAG00000118286"
"ENSSSAG00000026491_Ssal_ENSSSAG00000050624_Ssal" 0.466973210719186 "ENSSSAG00000050624" "ENSSSAG00000026491"
"ENSSSAG00000027888_Ssal_ENSSSAG00000056514_Ssal" 0.357799998281511 "ENSSSAG00000056514" "ENSSSAG00000027888"
"ENSSSAG00000028722_Ssal_ENSSSAG00000113109_Ssal" 0.492650179309819 "ENSSSAG00000113109" "ENSSSAG00000028722"
"ENSSSAG00000028951_Ssal_ENSSSAG00000072714_Ssal" 0.123327800645449 "ENSSSAG00000028951" "ENSSSAG00000072714"
"ENSSSAG00000029049_Ssal_ENSSSAG00000065435_Ssal" 0.797432402957433 "ENSSSAG00000029049" "ENSSSAG00000065435"
"ENSSSAG00000029084_Ssal_ENSSSAG00000042174_Ssal" -0.233520069608754 "ENSSSAG00000029084" "ENSSSAG00000042174"
"ENSSSAG00000029722_Ssal_ENSSSAG00000049477_Ssal" 0.449023058892998 "ENSSSAG00000049477" "ENSSSAG00000029722"
"ENSSSAG00000030089_Ssal_ENSSSAG00000041915_Ssal" 0.629153097611567 "ENSSSAG00000030089" "ENSSSAG00000041915"
"ENSSSAG00000030127_Ssal_ENSSSAG00000109681_Ssal" 0.669503849193785 "ENSSSAG00000030127" "ENSSSAG00000109681"
"ENSSSAG00000031003_Ssal_ENSSSAG00000041874_Ssal" 0.526293097518974 "ENSSSAG00000031003" "ENSSSAG00000041874"
"ENSSSAG00000031418_Ssal_ENSSSAG00000099951_Ssal" 0.53159797310527 "ENSSSAG00000031418" "ENSSSAG00000099951"
"ENSSSAG00000031718_Ssal_ENSSSAG00000073990_Ssal" 0.795325882247049 "ENSSSAG00000073990" "ENSSSAG00000031718"
"ENSSSAG00000033074_Ssal_ENSSSAG00000047290_Ssal" 0.577882990728925 "ENSSSAG00000047290" "ENSSSAG00000033074"
"ENSSSAG00000036024_Ssal_ENSSSAG00000061036_Ssal" 0.706669214012303 "ENSSSAG00000061036" "ENSSSAG00000036024"
"ENSSSAG00000036161_Ssal_ENSSSAG00000066490_Ssal" 0.840602242499229 "ENSSSAG00000066490" "ENSSSAG00000036161"
"ENSSSAG00000037585_Ssal_ENSSSAG00000057090_Ssal" 0.774627616696351 "ENSSSAG00000037585" "ENSSSAG00000057090"
"ENSSSAG00000037804_Ssal_ENSSSAG00000070252_Ssal" 0.419912117905286 "ENSSSAG00000070252" "ENSSSAG00000037804"
"ENSSSAG00000037820_Ssal_ENSSSAG00000071680_Ssal" 0.703297671725573 "ENSSSAG00000037820" "ENSSSAG00000071680"
"ENSSSAG00000037922_Ssal_ENSSSAG00000070920_Ssal" 0.646812708929048 "ENSSSAG00000070920" "ENSSSAG00000037922"
"ENSSSAG00000037952_Ssal_ENSSSAG00000067711_Ssal" 0.653202761507151 "ENSSSAG00000067711" "ENSSSAG00000037952"
"ENSSSAG00000038052_Ssal_ENSSSAG00000092439_Ssal" 0.657848187209173 "ENSSSAG00000038052" "ENSSSAG00000092439"
"ENSSSAG00000038087_Ssal_ENSSSAG00000041962_Ssal" 0.718872266114739 "ENSSSAG00000041962" "ENSSSAG00000038087"
"ENSSSAG00000038152_Ssal_ENSSSAG00000045763_Ssal" 0.223748390277918 "ENSSSAG00000038152" "ENSSSAG00000045763"
"ENSSSAG00000038374_Ssal_ENSSSAG00000062993_Ssal" 0.794925737267135 "ENSSSAG00000038374" "ENSSSAG00000062993"
"ENSSSAG00000038386_Ssal_ENSSSAG00000054557_Ssal" 0.565799484509737 "ENSSSAG00000038386" "ENSSSAG00000054557"
"ENSSSAG00000038390_Ssal_ENSSSAG00000121756_Ssal" 0.651412299975628 "ENSSSAG00000121756" "ENSSSAG00000038390"
"ENSSSAG00000038467_Ssal_ENSSSAG00000046036_Ssal" 0.0146336295544166 "ENSSSAG00000038467" "ENSSSAG00000046036"
"ENSSSAG00000038503_Ssal_ENSSSAG00000081097_Ssal" 0.648624948500794 "ENSSSAG00000038503" "ENSSSAG00000081097"
"ENSSSAG00000038532_Ssal_ENSSSAG00000081019_Ssal" 0.400208137292096 "ENSSSAG00000038532" "ENSSSAG00000081019"
"ENSSSAG00000038552_Ssal_ENSSSAG00000068425_Ssal" 0.795423759889132 "ENSSSAG00000068425" "ENSSSAG00000038552"
"ENSSSAG00000038645_Ssal_ENSSSAG00000076163_Ssal" 0.663413668935167 "ENSSSAG00000038645" "ENSSSAG00000076163"
"ENSSSAG00000038686_Ssal_ENSSSAG00000070446_Ssal" 0.499980497568683 "ENSSSAG00000070446" "ENSSSAG00000038686"
"ENSSSAG00000038776_Ssal_ENSSSAG00000040540_Ssal" 0.371175568425603 "ENSSSAG00000038776" "ENSSSAG00000040540"
"ENSSSAG00000038969_Ssal_ENSSSAG00000076816_Ssal" 0.424434391874638 "ENSSSAG00000076816" "ENSSSAG00000038969"
"ENSSSAG00000039032_Ssal_ENSSSAG00000062585_Ssal" 0.419020520091458 "ENSSSAG00000062585" "ENSSSAG00000039032"
"ENSSSAG00000039136_Ssal_ENSSSAG00000053894_Ssal" 0.743140705089636 "ENSSSAG00000039136" "ENSSSAG00000053894"
"ENSSSAG00000039159_Ssal_ENSSSAG00000039497_Ssal" -0.00801731997078101 "ENSSSAG00000039159" "ENSSSAG00000039497"
"ENSSSAG00000039300_Ssal_ENSSSAG00000039601_Ssal" 0.149263568913855 "ENSSSAG00000039601" "ENSSSAG00000039300"
"ENSSSAG00000039315_Ssal_ENSSSAG00000078227_Ssal" 0.55913916926057 "ENSSSAG00000078227" "ENSSSAG00000039315"
"ENSSSAG00000039332_Ssal_ENSSSAG00000053976_Ssal" 0.74771009507884 "ENSSSAG00000039332" "ENSSSAG00000053976"
"ENSSSAG00000039423_Ssal_ENSSSAG00000043083_Ssal" 0.621720520782006 "ENSSSAG00000043083" "ENSSSAG00000039423"
"ENSSSAG00000039440_Ssal_ENSSSAG00000060927_Ssal" 0.810673684922806 "ENSSSAG00000039440" "ENSSSAG00000060927"
"ENSSSAG00000039513_Ssal_ENSSSAG00000046485_Ssal" 0.596009910276714 "ENSSSAG00000039513" "ENSSSAG00000046485"
"ENSSSAG00000039688_Ssal_ENSSSAG00000067221_Ssal" 0.717374042451224 "ENSSSAG00000067221" "ENSSSAG00000039688"
"ENSSSAG00000039715_Ssal_ENSSSAG00000067502_Ssal" 0.340013038733737 "ENSSSAG00000067502" "ENSSSAG00000039715"
"ENSSSAG00000039778_Ssal_ENSSSAG00000064259_Ssal" 0.669579655247576 "ENSSSAG00000064259" "ENSSSAG00000039778"
"ENSSSAG00000039804_Ssal_ENSSSAG00000071153_Ssal" 0.373073558555722 "ENSSSAG00000039804" "ENSSSAG00000071153"
"ENSSSAG00000039806_Ssal_ENSSSAG00000057842_Ssal" 0.574569523515003 "ENSSSAG00000057842" "ENSSSAG00000039806"
"ENSSSAG00000039972_Ssal_ENSSSAG00000065513_Ssal" 0.734490815099162 "ENSSSAG00000039972" "ENSSSAG00000065513"
"ENSSSAG00000039984_Ssal_ENSSSAG00000090153_Ssal" 0.239983312738767 "ENSSSAG00000090153" "ENSSSAG00000039984"
"ENSSSAG00000040022_Ssal_ENSSSAG00000067667_Ssal" 0.465074973032126 "ENSSSAG00000067667" "ENSSSAG00000040022"
"ENSSSAG00000040147_Ssal_ENSSSAG00000068368_Ssal" 0.844351333436085 "ENSSSAG00000068368" "ENSSSAG00000040147"
"ENSSSAG00000040195_Ssal_ENSSSAG00000064650_Ssal" 0.203847883552949 "ENSSSAG00000040195" "ENSSSAG00000064650"
"ENSSSAG00000040196_Ssal_ENSSSAG00000071295_Ssal" 0.386707163844667 "ENSSSAG00000040196" "ENSSSAG00000071295"
"ENSSSAG00000040229_Ssal_ENSSSAG00000076171_Ssal" 0.654528176493776 "ENSSSAG00000040229" "ENSSSAG00000076171"
"ENSSSAG00000040293_Ssal_ENSSSAG00000057013_Ssal" 0.825320821980729 "ENSSSAG00000040293" "ENSSSAG00000057013"
"ENSSSAG00000040425_Ssal_ENSSSAG00000048615_Ssal" 0.454505717307244 "ENSSSAG00000048615" "ENSSSAG00000040425"
"ENSSSAG00000040652_Ssal_ENSSSAG00000065505_Ssal" 0.51772303284877 "ENSSSAG00000065505" "ENSSSAG00000040652"
"ENSSSAG00000040655_Ssal_ENSSSAG00000051795_Ssal" 0.276783709129593 "ENSSSAG00000051795" "ENSSSAG00000040655"
"ENSSSAG00000040727_Ssal_ENSSSAG00000080235_Ssal" 0.712710861339429 "ENSSSAG00000040727" "ENSSSAG00000080235"
"ENSSSAG00000040795_Ssal_ENSSSAG00000070258_Ssal" 0.425597188685534 "ENSSSAG00000070258" "ENSSSAG00000040795"
"ENSSSAG00000040872_Ssal_ENSSSAG00000100829_Ssal" 0.490500131569303 "ENSSSAG00000040872" "ENSSSAG00000100829"
"ENSSSAG00000040896_Ssal_ENSSSAG00000090764_Ssal" 0.681685244780122 "ENSSSAG00000090764" "ENSSSAG00000040896"
"ENSSSAG00000041057_Ssal_ENSSSAG00000044912_Ssal" 0.377898817861008 "ENSSSAG00000044912" "ENSSSAG00000041057"
"ENSSSAG00000041229_Ssal_ENSSSAG00000099867_Ssal" 0.211016240338438 "ENSSSAG00000041229" "ENSSSAG00000099867"
"ENSSSAG00000041235_Ssal_ENSSSAG00000106180_Ssal" 0.691105811665664 "ENSSSAG00000041235" "ENSSSAG00000106180"
"ENSSSAG00000041266_Ssal_ENSSSAG00000064682_Ssal" 0.808846548077739 "ENSSSAG00000041266" "ENSSSAG00000064682"
"ENSSSAG00000041329_Ssal_ENSSSAG00000047854_Ssal" 0.37422455630931 "ENSSSAG00000047854" "ENSSSAG00000041329"
"ENSSSAG00000041332_Ssal_ENSSSAG00000078353_Ssal" 0.471763452633458 "ENSSSAG00000078353" "ENSSSAG00000041332"
"ENSSSAG00000041358_Ssal_ENSSSAG00000062927_Ssal" 0.823030263521434 "ENSSSAG00000062927" "ENSSSAG00000041358"
"ENSSSAG00000041397_Ssal_ENSSSAG00000045128_Ssal" 0.751139360311381 "ENSSSAG00000041397" "ENSSSAG00000045128"
"ENSSSAG00000041411_Ssal_ENSSSAG00000065832_Ssal" 0.0694597422111882 "ENSSSAG00000041411" "ENSSSAG00000065832"
"ENSSSAG00000041508_Ssal_ENSSSAG00000052206_Ssal" 0.394119617776807 "ENSSSAG00000052206" "ENSSSAG00000041508"
